algorithm,benchmark,seed,evaluations,best_value,best_candidate
evolution_strategy,rastrigin,0,20000,10.944539552388079,"[2.1969274936388618e-09, 2.610760915450158e-09, -0.994958639784729, -1.989912231231805, 5.852610240512273e-09, 3.4796993708841297e-09, -0.9949586411109765, 3.328138628079343e-09, -0.9949586395509532, 1.989912241512108]"
