algorithm,benchmark,seed,evaluations,best_value
simulated_annealing,sphere,0,12300,0.03443448537655522
simulated_annealing,sphere,0,12400,0.03443448537655522
simulated_annealing,sphere,0,12500,0.03443448537655522
simulated_annealing,sphere,0,12600,0.03443448537655522
simulated_annealing,sphere,0,12700,0.03443448537655522
simulated_annealing,sphere,0,12800,0.03443448537655522
simulated_annealing,sphere,0,12900,0.03443448537655522
simulated_annealing,sphere,0,13000,0.03443448537655522
simulated_annealing,sphere,0,13100,0.03443448537655522
simulated_annealing,sphere,0,13200,0.03443448537655522
simulated_annealing,sphere,0,13300,0.03443448537655522
simulated_annealing,sphere,0,13400,0.03443448537655522
simulated_annealing,sphere,0,13500,0.03443448537655522
simulated_annealing,sphere,0,13600,0.03443448537655522
simulated_annealing,sphere,0,13700,0.03443448537655522
simulated_annealing,sphere,0,13800,0.03443448537655522
simulated_annealing,sphere,0,13900,0.03443448537655522
simulated_annealing,sphere,0,14000,0.03443448537655522
simulated_annealing,sphere,0,14100,0.03443448537655522
simulated_annealing,sphere,0,14200,0.03443448537655522
simulated_annealing,sphere,0,14300,0.03443448537655522
simulated_annealing,sphere,0,14400,0.03443448537655522
simulated_annealing,sphere,0,14500,0.03443448537655522
simulated_annealing,sphere,0,14600,0.03443448537655522
simulated_annealing,sphere,0,14700,0.03443448537655522
simulated_annealing,sphere,0,14800,0.03443448537655522
simulated_annealing,sphere,0,14900,0.03443448537655522
simulated_annealing,sphere,0,15000,0.03443448537655522
simulated_annealing,sphere,0,15100,0.03443448537655522
simulated_annealing,sphere,0,15200,0.03443448537655522
simulated_annealing,sphere,0,15300,0.03443448537655522
simulated_annealing,sphere,0,15400,0.03443448537655522
simulated_annealing,sphere,0,15500,0.03443448537655522
simulated_annealing,sphere,0,15600,0.03443448537655522
simulated_annealing,sphere,0,15700,0.03443448537655522
simulated_annealing,sphere,0,15800,0.03443448537655522
simulated_annealing,sphere,0,15900,0.03443448537655522
simulated_annealing,sphere,0,16000,0.03443448537655522
simulated_annealing,sphere,0,16100,0.03443448537655522
simulated_annealing,sphere,0,16200,0.03443448537655522
simulated_annealing,sphere,0,16300,0.03443448537655522
simulated_annealing,sphere,0,16400,0.03443448537655522
simulated_annealing,sphere,0,16500,0.03443448537655522
simulated_annealing,sphere,0,16600,0.03443448537655522
simulated_annealing,sphere,0,16700,0.03443448537655522
simulated_annealing,sphere,0,16800,0.03443448537655522
simulated_annealing,sphere,0,16900,0.03443448537655522
simulated_annealing,sphere,0,17000,0.03443448537655522
simulated_annealing,sphere,0,17100,0.03443448537655522
simulated_annealing,sphere,0,17200,0.03443448537655522
simulated_annealing,sphere,0,17300,0.03443448537655522
simulated_annealing,sphere,0,17400,0.03443448537655522
simulated_annealing,sphere,0,17500,0.03443448537655522
simulated_annealing,sphere,0,17600,0.03443448537655522
simulated_annealing,sphere,0,17700,0.03443448537655522
simulated_annealing,sphere,0,17800,0.03443448537655522
simulated_annealing,sphere,0,17900,0.03443448537655522
simulated_annealing,sphere,0,18000,0.03443448537655522
simulated_annealing,sphere,0,18100,0.03443448537655522
simulated_annealing,sphere,0,18200,0.03443448537655522
simulated_annealing,sphere,0,18300,0.03443448537655522
simulated_annealing,sphere,0,18400,0.03443448537655522
simulated_annealing,sphere,0,18500,0.03443448537655522
simulated_annealing,sphere,0,18600,0.03443448537655522
simulated_annealing,sphere,0,18700,0.03443448537655522
simulated_annealing,sphere,0,18800,0.03443448537655522
simulated_annealing,sphere,0,18900,0.03443448537655522
simulated_annealing,sphere,0,19000,0.033116850356432005
simulated_annealing,sphere,0,19100,0.033116850356432005
simulated_annealing,sphere,0,19200,0.033116850356432005
simulated_annealing,sphere,0,19300,0.033116850356432005
simulated_annealing,sphere,0,19400,0.033116850356432005
simulated_annealing,sphere,0,19500,0.033116850356432005
simulated_annealing,sphere,0,19600,0.033116850356432005
simulated_annealing,sphere,0,19700,0.033116850356432005
simulated_annealing,sphere,0,19800,0.033116850356432005
simulated_annealing,sphere,0,19900,0.033116850356432005
simulated_annealing,sphere,0,20000,0.033116850356432005
