algorithm,benchmark,seed,evaluations,best_value,best_candidate
evolution_strategy,rosenbrock,0,20000,7.551390999642134,"[0.5236049266041425, 0.28239582194661406, 0.09203485014417989, 0.00636946428109272, 0.00446434758552654, 0.00024011294385090272, 0.007127894866143371, 0.019214227110759128, 0.007900557642146968, -0.00578165284224107]"
