algorithm,benchmark,seed,evaluations,best_value,best_candidate
evolution_strategy,sphere,0,20000,2.27586460139661e-16,"[-1.5873743110497998e-09, 4.320592191124187e-09, 2.5533719959141365e-09, 5.453770267472436e-10, -1.2047086481166063e-08, -1.1531884114708272e-09, -6.444351957567246e-09, -2.546743185530137e-09, -2.112318027777537e-09, 8.015265122820215e-10]"
