algorithm,benchmark,seed,evaluations,best_value
evolution_strategy,sphere,0,10300,2.2556110033006182e-10
evolution_strategy,sphere,0,10400,1.572575710869017e-10
evolution_strategy,sphere,0,10500,1.5529602493438126e-10
evolution_strategy,sphere,0,10600,1.5529602493438126e-10
evolution_strategy,sphere,0,10700,6.812307127390664e-11
evolution_strategy,sphere,0,10800,6.812307127390664e-11
evolution_strategy,sphere,0,10900,3.9394671415051114e-11
evolution_strategy,sphere,0,11000,3.295815574330704e-11
evolution_strategy,sphere,0,11100,2.3408754475276e-11
evolution_strategy,sphere,0,11200,1.8886200591976855e-11
evolution_strategy,sphere,0,11300,1.2037772482331477e-11
evolution_strategy,sphere,0,11400,8.654540940012052e-12
evolution_strategy,sphere,0,11500,4.88910216028184e-12
evolution_strategy,sphere,0,11600,4.88910216028184e-12
evolution_strategy,sphere,0,11700,2.8297384697973825e-12
evolution_strategy,sphere,0,11800,2.8297384697973825e-12
evolution_strategy,sphere,0,11900,2.5752271605396394e-12
evolution_strategy,sphere,0,12000,2.07422540317446e-12
evolution_strategy,sphere,0,12100,1.1910356592398486e-12
evolution_strategy,sphere,0,12200,1.166339828689131e-12
evolution_strategy,sphere,0,12300,6.11170161499934e-13
evolution_strategy,sphere,0,12400,6.11170161499934e-13
evolution_strategy,sphere,0,12500,4.813522748989447e-13
evolution_strategy,sphere,0,12600,3.78599541970869e-13
evolution_strategy,sphere,0,12700,3.7270101961818825e-13
evolution_strategy,sphere,0,12800,2.019565737421276e-13
evolution_strategy,sphere,0,12900,1.339944932831147e-13
evolution_strategy,sphere,0,13000,1.2151126676437948e-13
evolution_strategy,sphere,0,13100,9.850200668039075e-14
evolution_strategy,sphere,0,13200,5.1348314947609315e-14
evolution_strategy,sphere,0,13300,5.1348314947609315e-14
evolution_strategy,sphere,0,13400,4.715853437849109e-14
evolution_strategy,sphere,0,13500,3.366681052467919e-14
evolution_strategy,sphere,0,13600,3.031978167188481e-14
evolution_strategy,sphere,0,13700,2.5076114120979883e-14
evolution_strategy,sphere,0,13800,2.3762542239494445e-14
evolution_strategy,sphere,0,13900,1.9408376891030268e-14
evolution_strategy,sphere,0,14000,1.3315251118931266e-14
evolution_strategy,sphere,0,14100,1.134274878039407e-14
evolution_strategy,sphere,0,14200,7.150958692327921e-15
